-1.018896818161010742e+00,1.026746034622192383e+00
1.022761344909667969e+00,-9.875771999359130859e-01
-1.470565097406506538e-03,1.420832395553588867e+00
-1.417540431022644043e+00,1.620122813619673252e-03
6.127768428996205330e-04,-1.429467558860778809e+00
1.248587388545274734e-02,-1.404856801033020020e+00
-1.444434653967618942e-02,-1.395719885826110840e+00
1.007866024971008301e+00,-1.024629473686218262e+00
1.002025365829467773e+00,-9.993317127227783203e-01
-2.022805251181125641e-02,1.424494504928588867e+00
1.004355669021606445e+00,-1.011349797248840332e+00
9.841392040252685547e-01,-9.886726737022399902e-01
-1.417081594467163086e+00,1.205621939152479172e-02
-1.007693171501159668e+00,-9.834473729133605957e-01
-9.830840229988098145e-01,1.016381025314331055e+00
-1.018441081047058105e+00,1.026507496833801270e+00
1.011484980583190918e+00,1.004318952560424805e+00
1.419140696525573730e+00,-3.838198957964777946e-03
-9.859052896499633789e-01,-1.032122135162353516e+00
-1.420819282531738281e+00,9.435963816940784454e-03
1.390712738037109375e+00,2.017864026129245758e-02
9.889661669731140137e-01,1.031666874885559082e+00
8.395696058869361877e-03,-1.393261790275573730e+00
1.153704710304737091e-02,-1.390384078025817871e+00
-6.439636461436748505e-03,-1.375528573989868164e+00
-2.022364176809787750e-02,1.397096872329711914e+00
7.796918507665395737e-03,-1.422671437263488770e+00
1.898948661983013153e-02,-1.445228099822998047e+00
1.013440370559692383e+00,-1.030994296073913574e+00
-1.405124783515930176e+00,8.174266666173934937e-03
9.985207319259643555e-01,-1.022672295570373535e+00
-1.417854905128479004e+00,-1.104741357266902924e-02
-1.441714763641357422e+00,6.976475473493337631e-03
-1.405092597007751465e+00,4.884916823357343674e-03
7.540720514953136444e-03,1.409367561340332031e+00
-6.380618084222078323e-03,-1.429466366767883301e+00
-1.424579977989196777e+00,-6.673438008874654770e-03
-1.016538739204406738e+00,1.004361152648925781e+00
9.966856837272644043e-01,-1.010049462318420410e+00
9.882350564002990723e-01,9.596974849700927734e-01
2.241621166467666626e-02,-1.400161504745483398e+00
-1.016388297080993652e+00,-9.965349435806274414e-01
-2.164145931601524353e-02,1.399917006492614746e+00
2.389844320714473724e-02,1.429389119148254395e+00
-1.826005615293979645e-02,-1.442164301872253418e+00
-1.403164386749267578e+00,-2.149268798530101776e-02
1.395731091499328613e+00,8.975873701274394989e-03
1.012717604637145996e+00,-9.854440093040466309e-01
9.853723049163818359e-01,-9.954871535301208496e-01
9.233134798705577850e-03,-1.416974902153015137e+00
1.006761908531188965e+00,-1.000931024551391602e+00
-1.419253468513488770e+00,-1.096287742257118225e-02
-1.412268638610839844e+00,1.215479709208011627e-02
9.798728227615356445e-01,-9.970645308494567871e-01
1.004379630088806152e+00,9.979335069656372070e-01
-1.423819184303283691e+00,-2.101348154246807098e-02
-9.738340377807617188e-01,1.008886575698852539e+00
9.927905201911926270e-01,-1.011748552322387695e+00
-1.019927501678466797e+00,-1.018612384796142578e+00
-1.003175854682922363e+00,-1.007842063903808594e+00
-1.009153008460998535e+00,1.000177860260009766e+00
5.539973732084035873e-03,-1.409104585647583008e+00
-1.422111034393310547e+00,-6.498713511973619461e-03
9.984922409057617188e-01,9.982169270515441895e-01
9.917204976081848145e-01,9.932987093925476074e-01
9.913618564605712891e-01,1.015652298927307129e+00
-1.406686782836914062e+00,1.190010923892259598e-02
-9.902089834213256836e-01,1.001767396926879883e+00
-1.000890731811523438e+00,-9.812700748443603516e-01
-9.887807369232177734e-01,1.002924442291259766e+00
4.594413563609123230e-03,-1.427065134048461914e+00
-7.831307128071784973e-03,-1.394276738166809082e+00
-2.249691635370254517e-02,1.436812162399291992e+00
-1.411890268325805664e+00,-1.921683317050337791e-03
9.909759163856506348e-01,-9.820952415466308594e-01
1.411420822143554688e+00,4.755757283419370651e-03
-1.003733634948730469e+00,1.009685397148132324e+00
1.001573801040649414e+00,-1.022417187690734863e+00
-1.420036196708679199e+00,-6.517475470900535583e-03
1.128004305064678192e-02,-1.442067861557006836e+00
2.636431017890572548e-03,-1.392453432083129883e+00
-1.008326768875122070e+00,-1.011641621589660645e+00
-1.000284194946289062e+00,9.769387245178222656e-01
9.966493248939514160e-01,-1.008537888526916504e+00
-1.000717043876647949e+00,-1.003398537635803223e+00
1.399662494659423828e+00,1.323894411325454712e-02
-1.424476623535156250e+00,-3.859321773052215576e-02
9.920551180839538574e-01,1.012263417243957520e+00
4.818371962755918503e-03,-1.416377663612365723e+00
-1.002824544906616211e+00,9.947474002838134766e-01
1.006597995758056641e+00,-1.008219480514526367e+00
2.833332680165767670e-02,1.426967382431030273e+00
9.995523095130920410e-01,-1.005033373832702637e+00
-1.425545930862426758e+00,6.828716956079006195e-03
1.408398628234863281e+00,1.540962979197502136e-02
-9.814609289169311523e-01,1.002247452735900879e+00
8.625543676316738129e-03,-1.442433834075927734e+00
-1.416595458984375000e+00,-2.837235573679208755e-03
-3.976576030254364014e-03,1.439555644989013672e+00
-6.087376270443201065e-03,1.412159085273742676e+00
-1.430118083953857422e+00,2.767657162621617317e-03
-9.880340695381164551e-01,9.989185929298400879e-01
-1.397557139396667480e+00,1.950688101351261139e-02
1.003166437149047852e+00,9.766030907630920410e-01
-9.750689268112182617e-01,-9.946144819259643555e-01
-1.469217147678136826e-02,1.424883365631103516e+00
1.404002547264099121e+00,8.998299948871135712e-03
9.949020147323608398e-01,-9.756526350975036621e-01
-1.389215230941772461e+00,-7.682076189666986465e-03
-9.830356836318969727e-01,-9.923002123832702637e-01
-9.943971633911132812e-01,-1.017925381660461426e+00
-1.005994915962219238e+00,-9.984108805656433105e-01
1.407987236976623535e+00,1.661763177253305912e-03
9.833879470825195312e-01,-1.019047617912292480e+00
-1.431589841842651367e+00,-1.973918406292796135e-04
1.000563979148864746e+00,9.907104372978210449e-01
1.419815540313720703e+00,-3.745559370145201683e-03
1.407428264617919922e+00,-1.051464118063449860e-03
-1.322546391747891903e-03,-1.421522498130798340e+00
-1.009499430656433105e+00,-1.021450042724609375e+00
-1.405054450035095215e+00,4.616916645318269730e-03
4.220622591674327850e-03,1.407268047332763672e+00
-9.838505387306213379e-01,1.004651665687561035e+00
9.931180477142333984e-01,-1.009246945381164551e+00
-1.413653492927551270e+00,-1.344842277467250824e-02
1.432003855705261230e+00,6.058355793356895447e-03
1.445910334587097168e+00,1.215960271656513214e-02
9.893717169761657715e-01,-1.004535555839538574e+00
9.903442859649658203e-01,-9.963966608047485352e-01
1.426788330078125000e+00,-4.512659739702939987e-03
-1.416628479957580566e+00,6.470776628702878952e-03
9.810128211975097656e-01,-1.029253005981445312e+00
-2.424556203186511993e-02,1.414501309394836426e+00
-1.597766578197479248e-02,-1.438879728317260742e+00
-9.846002459526062012e-01,-1.002080202102661133e+00
-9.821047186851501465e-01,-1.003938317298889160e+00
-1.005092740058898926e+00,-9.917443990707397461e-01
-1.418813228607177734e+00,6.660644430667161942e-03
-9.815937876701354980e-01,-1.016642808914184570e+00
1.448240041732788086e+00,-1.249842252582311630e-02
-3.865842893719673157e-02,-1.424687266349792480e+00
9.893113970756530762e-01,9.940594434738159180e-01
1.415129065513610840e+00,6.999509874731302261e-03
9.862596392631530762e-01,-1.009208202362060547e+00
-9.867348074913024902e-01,-9.732401371002197266e-01
-9.979721903800964355e-01,1.021298527717590332e+00
-9.818568229675292969e-01,-1.007958054542541504e+00
1.414458036422729492e+00,1.333627966232597828e-03
-1.434436559677124023e+00,-9.682466275990009308e-03
1.425096988677978516e+00,9.389299084432423115e-04
-1.022784113883972168e+00,-9.934723377227783203e-01
1.431702136993408203e+00,-7.968278601765632629e-03
-1.001572370529174805e+00,9.995530247688293457e-01
1.154469046741724014e-02,-1.393847584724426270e+00
-9.987857937812805176e-01,9.975157976150512695e-01
-1.401929616928100586e+00,1.726405322551727295e-02
-9.933364391326904297e-01,-9.925594329833984375e-01
1.401131629943847656e+00,-7.142795249819755554e-03
-9.648500708863139153e-04,-1.427912473678588867e+00
1.396109461784362793e+00,-1.990672573447227478e-02
-1.166642829775810242e-02,-1.420529365539550781e+00
1.004793047904968262e+00,9.826920628547668457e-01
9.983195066452026367e-01,1.002327084541320801e+00
